country_old,threshold,area,extent_2000,extent_2010,gain_2000-2020,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,tree_cover_2000,carbon_stocks_2000,avg_carbon_stocks_2000,carbon_emissions_yr,carbon_removals_yr,net_flux_yr,emissions_2001,emissions_2002,emissions_2003,emissions_2004,emissions_2005,emissions_2006,emissions_2007,emissions_2008,emissions_2009,emissions_2010,emissions_2011,emissions_2012,emissions_2013,emissions_2014,emissions_2015,emissions_2016,emissions_2017,emissions_2018,emissions_2019,emissions_2020,emissions_2021,emissions_2022,emissions_2023,subnational1,iso,loss__year,tree_cover_loss,tree_cover_loss_from_fires,country
Kenya,75,266480,1253,2907,419,20,52,30,18,113,60,41,8,45,95,9,17,0,0,0,4,3,2,0,1,0,0,0,1253,123040,98,12102.0,6925.0,5177.0,10823.0,25425.0,14846.0,6722.0,55822.0,32349.0,23133.0,4826.0,23560.0,50940.0,5033.0,9615.0,425.0,381.0,0.0,3912.0,2095.0,1280.0,188.0,1081.0,2546.0,1839.0,1503.0,Kisumu,,,,,Kenya
Kenya,30,3045765,32855,42122,4553,96,45,79,24,128,99,115,119,212,50,73,94,37,80,10,132,227,248,86,155,76,57,71,32855,1388150,42,24937.0,93722.0,-68785.0,21376.0,9582.0,15194.0,5140.0,26320.0,20466.0,26085.0,25508.0,44280.0,11275.0,16003.0,21695.0,8819.0,19126.0,2279.0,31365.0,51626.0,67801.0,24871.0,46331.0,25495.0,24851.0,28058.0,Kitui,,,,,Kenya
Kenya,50,3045765,7884,13537,4553,13,5,6,2,3,4,12,7,12,8,6,17,4,5,2,14,18,34,12,22,4,7,5,7884,481225,61,4980.0,40385.0,-35405.0,5597.0,1624.0,2475.0,662.0,1006.0,1324.0,4336.0,2477.0,4085.0,2984.0,2135.0,5657.0,1658.0,2476.0,842.0,5292.0,7652.0,13431.0,4948.0,10030.0,9460.0,11715.0,12672.0,Kitui,,,,,Kenya
Kenya,75,3045765,194,618,4553,1,0,2,0,0,0,2,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,194,18316,94,1856.0,24672.0,-22815.0,2020.0,131.0,1007.0,48.0,41.0,53.0,755.0,335.0,74.0,412.0,419.0,628.0,307.0,1003.0,114.0,488.0,1409.0,1615.0,1123.0,2329.0,8285.0,9191.0,10906.0,Kitui,,,,,Kenya
Kenya,30,837987,88915,85816,2308,642,684,496,1012,434,1012,868,2128,1356,1557,601,1337,609,1939,241,493,1607,850,322,373,653,248,767,88915,5895515,66,407996.0,655083.0,-247087.0,211888.0,223543.0,166066.0,354152.0,169431.0,408011.0,372432.0,879642.0,568374.0,707271.0,271687.0,607983.0,292420.0,1000496.0,120215.0,234067.0,871746.0,477816.0,185806.0,217942.0,405788.0,155530.0,481610.0,Kwale,,,,,Kenya
Kenya,50,837987,50862,44869,2308,386,360,255,493,272,687,604,1196,735,1020,351,769,354,1288,153,231,774,546,191,209,222,141,551,50862,4108294,81,258804.0,390854.0,-132050.0,150887.0,141774.0,101299.0,206054.0,117783.0,303176.0,277574.0,550571.0,346908.0,499620.0,174487.0,386209.0,185626.0,705335.0,81804.0,121823.0,448205.0,316000.0,114932.0,129993.0,150641.0,91932.0,349857.0,Kwale,,,,,Kenya
Kenya,75,837987,23758,31182,2308,141,87,55,128,70,233,204,308,162,329,87,192,152,588,87,75,234,159,61,64,29,53,334,23758,2289767,96,96806.0,208378.0,-111572.0,68018.0,45662.0,28251.0,66106.0,37716.0,118929.0,108165.0,165375.0,89959.0,184700.0,49297.0,108836.0,87893.0,352935.0,49405.0,43639.0,152125.0,100327.0,40021.0,45373.0,30332.0,37611.0,215858.0,Kwale,,,,,Kenya
Kenya,30,952428,46229,38467,1605,244,143,603,197,220,1155,463,572,669,650,1727,144,29,32,52,29,86,142,103,96,45,49,68,46229,3207243,69,167123.0,173001.0,-5878.0,136021.0,77583.0,302856.0,91878.0,112131.0,600669.0,249499.0,240168.0,371379.0,342990.0,841726.0,75584.0,11988.0,12072.0,21828.0,13311.0,49442.0,79545.0,55299.0,52530.0,26652.0,33119.0,45566.0,Laikipia,,,,,Kenya
Kenya,50,952428,26675,17870,1605,232,131,525,147,194,1034,426,349,634,559,1437,122,10,6,31,10,43,93,68,53,16,22,38,26675,2308025,87,146740.0,87632.0,59108.0,132941.0,74514.0,281013.0,78289.0,104243.0,563567.0,237663.0,169658.0,359677.0,312148.0,735040.0,67661.0,4734.0,2523.0,13904.0,6040.0,32486.0,58934.0,40760.0,32925.0,14198.0,21167.0,30939.0,Laikipia,,,,,Kenya
Kenya,75,952428,11673,3946,1605,183,97,300,78,105,712,296,126,480,390,671,72,5,2,13,4,26,64,49,34,3,9,22,11673,1254582,107,104330.0,35632.0,68698.0,114569.0,61042.0,194639.0,51885.0,68735.0,437560.0,185447.0,82575.0,298065.0,243554.0,424088.0,47291.0,2902.0,1010.0,6655.0,3425.0,25324.0,46742.0,32447.0,24290.0,8781.0,14671.0,23889.0,Laikipia,,,,,Kenya
Kenya,30,671993,244951,261849,2767,635,541,706,569,782,1237,878,1178,2702,1126,948,1257,809,1878,982,1652,686,599,1108,680,1150,533,961,244951,10372403,42,295318.0,915260.0,-619942.0,167733.0,148239.0,195312.0,156352.0,209289.0,364517.0,252216.0,353680.0,822797.0,360833.0,283622.0,376215.0,231798.0,528433.0,262448.0,447271.0,182581.0,174027.0,302640.0,256617.0,309902.0,140476.0,265322.0,Lamu,,,,,Kenya
Kenya,50,671993,150314,148607,2767,331,298,353,270,387,759,511,737,1859,898,699,896,311,863,284,496,268,288,409,443,294,115,393,150314,6969143,46,173844.0,729314.0,-555470.0,99567.0,91918.0,112201.0,84993.0,117492.0,251048.0,164292.0,246373.0,613226.0,304234.0,221609.0,289203.0,113891.0,281954.0,89862.0,155072.0,80834.0,97566.0,132886.0,197331.0,93712.0,36326.0,122828.0,Lamu,,,,,Kenya
Kenya,75,671993,24536,46591,2767,46,50,68,47,57,172,105,189,474,287,158,240,60,170,12,47,19,66,80,187,13,9,61,24536,1595456,65,59576.0,492300.0,-432724.0,25729.0,27496.0,35301.0,23638.0,29427.0,83528.0,52478.0,90003.0,223214.0,132943.0,70670.0,106428.0,48101.0,96107.0,15801.0,23467.0,11343.0,38296.0,42161.0,142876.0,14440.0,6359.0,30447.0,Lamu,,,,,Kenya
Kenya,30,603426,7795,6845,868,298,26,31,33,73,18,224,22,61,89,231,30,11,23,24,16,15,51,32,34,26,20,72,7795,470075,60,24924.0,52128.0,-27204.0,89822.0,6897.0,9497.0,9551.0,21773.0,5711.0,77902.0,7442.0,20911.0,35620.0,81195.0,11089.0,5506.0,17754.0,13408.0,13261.0,10187.0,29042.0,17933.0,21689.0,15337.0,10278.0,41448.0,Machakos,,,,,Kenya
Kenya,50,603426,2827,2506,868,158,6,12,8,19,6,103,6,15,45,57,9,5,19,14,12,8,18,11,16,9,8,33,2827,257098,91,12929.0,24626.0,-11698.0,59258.0,2373.0,4477.0,3330.0,7761.0,2499.0,42962.0,2518.0,6354.0,20628.0,22783.0,3765.0,3160.0,16323.0,9260.0,11037.0,7091.0,14633.0,8015.0,12864.0,7711.0,5195.0,23362.0,Machakos,,,,,Kenya
Kenya,75,603426,1155,512,868,26,1,2,1,3,1,17,1,2,10,5,0,2,14,5,6,4,6,1,5,1,5,20,1155,138594,120,4540.0,14592.0,-10052.0,14204.0,391.0,1025.0,565.0,1745.0,372.0,10148.0,385.0,975.0,6124.0,2569.0,287.0,1382.0,12917.0,4644.0,6388.0,4292.0,7448.0,1690.0,5667.0,2519.0,3117.0,15568.0,Machakos,,,,,Kenya
Kenya,30,817483,29164,31879,1147,234,66,212,37,410,30,231,41,135,180,153,64,25,18,17,35,40,77,18,56,16,6,54,29164,1446613,50,32706.0,184517.0,-151810.0,58302.0,16543.0,43333.0,11595.0,94411.0,7453.0,91813.0,11835.0,39652.0,88000.0,49932.0,24735.0,12495.0,8993.0,8698.0,22903.0,17333.0,40794.0,13281.0,40710.0,10760.0,4891.0,33785.0,Makueni,,,,,Kenya
Kenya,50,817483,8647,8965,1147,63,11,21,13,46,4,125,11,21,144,33,22,18,7,11,23,23,43,7,26,9,3,38,8647,733320,85,16595.0,73170.0,-56575.0,26963.0,4407.0,8455.0,5797.0,18501.0,1665.0,60176.0,4747.0,9756.0,76686.0,15432.0,10970.0,9786.0,5168.0,6441.0,17653.0,10567.0,24130.0,6759.0,23095.0,6817.0,3331.0,24377.0,Makueni,,,,,Kenya
Kenya,75,817483,2826,1406,1147,18,1,3,3,5,0,35,1,3,75,9,8,6,2,2,9,4,7,2,5,2,1,9,2826,324816,115,6418.0,25891.0,-19473.0,10313.0,586.0,1609.0,2038.0,2895.0,182.0,21817.0,431.0,2177.0,46085.0,5468.0,4512.0,4307.0,1999.0,1825.0,9075.0,2301.0,5969.0,3388.0,8533.0,2561.0,1062.0,8482.0,Makueni,,,,,Kenya
Kenya,30,2577222,0,21,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,14.0,615.0,-601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,192.0,12.0,104.0,Mandera,,,,,Kenya
Kenya,50,2577222,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,614.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,192.0,12.0,104.0,Mandera,,,,,Kenya
Kenya,75,2577222,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,614.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,192.0,12.0,104.0,Mandera,,,,,Kenya
Kenya,30,7577533,8614,8373,1062,2,1,0,1,0,1,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,1,8614,391492,45,170.0,25637.0,-25467.0,501.0,244.0,0.0,166.0,88.0,159.0,46.0,113.0,51.0,198.0,1513.0,169.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,56.0,292.0,176.0,Marsabit,,,,,Kenya
Kenya,50,7577533,838,3194,1062,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,838,55599,66,62.0,6337.0,-6275.0,336.0,99.0,0.0,52.0,0.0,40.0,0.0,35.0,0.0,120.0,459.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,219.0,0.0,Marsabit,,,,,Kenya
Kenya,75,7577533,2,1,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,153,100,24.0,4351.0,-4327.0,0.0,0.0,0.0,52.0,0.0,40.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,219.0,0.0,Marsabit,,,,,Kenya
Kenya,30,698496,120911,138750,4811,51,94,187,34,39,4,200,62,97,126,145,67,232,189,311,520,453,219,169,181,63,83,205,120911,9018155,75,96503.0,558207.0,-461705.0,20009.0,37608.0,71328.0,12874.0,16481.0,1393.0,93950.0,30320.0,62406.0,56873.0,64906.0,40762.0,122834.0,124167.0,192789.0,351355.0,342924.0,156963.0,89856.0,97525.0,38521.0,54186.0,139528.0,Meru,,,,,Kenya
Kenya,50,698496,69309,88361,4811,38,74,144,22,29,2,150,48,91,95,106,52,165,145,229,352,324,160,77,93,38,41,146,69309,6594856,95,77092.0,324280.0,-247188.0,17235.0,33389.0,61389.0,9809.0,13726.0,1000.0,80272.0,25985.0,60742.0,47750.0,53120.0,36303.0,97574.0,105687.0,155756.0,276786.0,284027.0,130216.0,51305.0,56485.0,27108.0,35982.0,111463.0,Meru,,,,,Kenya
Kenya,75,698496,37832,32218,4811,18,35,52,6,14,1,93,27,80,36,43,36,65,84,117,199,203,87,12,26,1,3,60,37832,4269681,113,50332.0,179958.0,-129626.0,10694.0,20407.0,28986.0,3702.0,8368.0,486.0,58584.0,17723.0,55765.0,23397.0,29456.0,28732.0,55801.0,71446.0,98985.0,191267.0,207891.0,90151.0,22747.0,26375.0,11222.0,21404.0,74046.0,Meru,,,,,Kenya
Kenya,30,320040,14725,18732,1923,150,41,19,20,37,39,132,41,58,34,10,63,41,9,3,31,75,15,47,240,33,23,38,14725,479320,33,20579.0,77156.0,-56577.0,38184.0,7311.0,4111.0,4028.0,8931.0,9841.0,37013.0,10360.0,16782.0,11216.0,2954.0,21383.0,14295.0,3479.0,1359.0,10829.0,27542.0,8190.0,25686.0,116662.0,32467.0,26630.0,34062.0,Migori,,,,,Kenya
Kenya,50,320040,1228,2410,1923,82,10,7,3,16,12,65,10,23,14,2,23,6,1,1,2,6,1,6,39,5,2,7,1228,65042,53,8614.0,20455.0,-11841.0,27264.0,2630.0,1980.0,898.0,4660.0,4378.0,20590.0,3182.0,7778.0,5652.0,513.0,8848.0,2716.0,641.0,393.0,931.0,3321.0,2043.0,8510.0,33104.0,20927.0,17858.0,19305.0,Migori,,,,,Kenya
Kenya,75,320040,69,116,1923,22,0,1,0,1,1,2,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,69,7598,110,4242.0,14931.0,-10689.0,12240.0,281.0,412.0,71.0,431.0,1248.0,1240.0,740.0,961.0,2118.0,180.0,2232.0,645.0,272.0,73.0,157.0,1154.0,1700.0,5936.0,14100.0,18834.0,16917.0,15630.0,Migori,,,,,Kenya
Kenya,30,26732,3811,3751,68,53,50,148,29,4,115,44,132,70,43,115,61,18,26,10,20,23,16,13,13,19,3,18,3811,205049,54,16864.0,34941.0,-18077.0,16959.0,17844.0,53438.0,10603.0,1564.0,40547.0,16560.0,50786.0,25217.0,17544.0,43606.0,23379.0,7314.0,10370.0,3466.0,6970.0,8773.0,5763.0,5348.0,5170.0,7512.0,1201.0,7945.0,Mombasa,,,,,Kenya
Kenya,50,26732,2354,2584,68,31,34,104,19,3,75,29,76,44,30,78,42,9,19,5,7,13,10,9,6,7,2,12,2354,134617,57,11967.0,31000.0,-19034.0,11287.0,13570.0,41231.0,7859.0,1101.0,29423.0,12320.0,32663.0,17851.0,13477.0,32254.0,17676.0,4802.0,8472.0,1924.0,2885.0,5327.0,4044.0,4102.0,2896.0,3118.0,815.0,6133.0,Mombasa,,,,,Kenya
Kenya,75,26732,691,1597,68,5,6,23,6,1,17,9,14,7,10,19,11,3,7,1,0,4,2,4,1,1,1,2,691,44123,64,4041.0,27375.0,-23334.0,3020.0,4025.0,13312.0,3413.0,302.0,9210.0,5397.0,8155.0,5033.0,5380.0,11025.0,6342.0,2805.0,4858.0,477.0,483.0,2457.0,990.0,2075.0,780.0,463.0,263.0,2675.0,Mombasa,,,,,Kenya
Kenya,30,252605,83218,94175,1571,567,83,239,61,33,28,311,17,90,134,93,109,180,156,125,308,215,372,360,550,96,84,215,83218,6402487,77,100638.0,325461.0,-224823.0,276782.0,30700.0,128925.0,29874.0,13534.0,11604.0,155769.0,8930.0,42546.0,70531.0,44834.0,59600.0,97336.0,85799.0,73633.0,174041.0,121464.0,198845.0,176970.0,265135.0,55977.0,56755.0,135088.0,Murang'a,,,,,Kenya
Kenya,50,252605,44651,58610,1571,505,64,224,51,23,21,262,15,74,122,70,98,122,113,97,226,139,242,170,270,41,42,111,44651,4302330,96,77592.0,163724.0,-86132.0,261278.0,26546.0,124517.0,27160.0,10789.0,9519.0,140982.0,8170.0,37165.0,66651.0,37249.0,55559.0,76270.0,69048.0,62652.0,140469.0,90351.0,143921.0,95484.0,143491.0,31820.0,37933.0,87597.0,Murang'a,,,,,Kenya
Kenya,75,252605,25442,14636,1571,299,19,159,30,10,7,157,9,39,81,38,65,74,67,59,139,82,111,51,83,10,12,40,25442,2789475,110,50623.0,96347.0,-45724.0,182593.0,12152.0,97710.0,18789.0,6178.0,4253.0,98405.0,5960.0,23850.0,50566.0,23842.0,41396.0,55666.0,49552.0,46591.0,101983.0,64905.0,84128.0,40933.0,60323.0,17852.0,24097.0,52605.0,Murang'a,,,,,Kenya
Kenya,30,71230,5242,4855,132,130,1,3,6,9,10,25,5,5,29,24,19,16,19,4,53,27,12,23,12,7,6,3,5242,351826,67,11350.0,70591.0,-59241.0,68777.0,407.0,1332.0,2444.0,3575.0,4601.0,12114.0,1977.0,2068.0,14746.0,14976.0,11458.0,10357.0,10926.0,2413.0,37433.0,17524.0,8162.0,16099.0,8198.0,4921.0,3758.0,2790.0,Nairobi,,,,,Kenya
Kenya,50,71230,2518,2252,132,123,1,3,3,6,8,21,2,3,24,20,18,11,8,2,24,10,4,11,6,3,3,2,2518,204358,81,8241.0,38244.0,-30003.0,67195.0,232.0,1191.0,1590.0,2657.0,4061.0,10800.0,1239.0,1187.0,13022.0,13666.0,10868.0,7183.0,5250.0,1609.0,18168.0,7384.0,2578.0,8739.0,4676.0,1873.0,2134.0,2232.0,Nairobi,,,,,Kenya
Kenya,75,71230,485,193,132,91,0,1,1,2,3,10,1,1,13,14,10,1,1,0,3,3,0,1,1,0,0,1,485,55345,114,4659.0,7453.0,-2794.0,55719.0,44.0,482.0,877.0,1178.0,2252.0,6757.0,864.0,549.0,8697.0,10517.0,6980.0,754.0,780.0,346.0,2463.0,3022.0,177.0,1520.0,1106.0,266.0,480.0,1315.0,Nairobi,,,,,Kenya
Kenya,30,747548,123401,105274,8915,1931,4990,833,2851,1227,3432,1637,1278,1059,1523,2081,1246,868,772,877,1112,1532,1049,570,589,162,286,534,123401,9312971,75,834630.0,701706.0,132924.0,1034481.0,2744079.0,430811.0,1525312.0,635220.0,1983073.0,890865.0,678244.0,570082.0,897103.0,1162300.0,801153.0,620436.0,604080.0,595466.0,809790.0,1000285.0,638227.0,321289.0,341792.0,184354.0,291951.0,436094.0,Nakuru,,,,,Kenya
Kenya,50,747548,81420,64956,8915,1869,4788,776,2714,1143,3326,1496,1174,991,1479,1864,1173,751,648,726,909,1183,832,388,329,65,132,412,81420,7343635,90,777605.0,474776.0,302829.0,1019138.0,2691742.0,415238.0,1485310.0,610639.0,1949587.0,845457.0,644544.0,546525.0,880845.0,1082937.0,772306.0,572717.0,551391.0,528004.0,714570.0,835380.0,536063.0,238886.0,225064.0,141598.0,222023.0,374952.0,Nakuru,,,,,Kenya
Kenya,75,747548,52203,37880,8915,1574,3964,557,2153,843,2907,1123,877,781,1212,1335,929,614,539,551,658,709,488,193,150,30,46,236,52203,5442031,104,662381.0,330078.0,332302.0,919157.0,2397331.0,339393.0,1280340.0,501930.0,1794180.0,707184.0,536348.0,468284.0,773536.0,879887.0,670789.0,507474.0,495472.0,443949.0,591793.0,616737.0,384545.0,164404.0,151578.0,128010.0,185723.0,296707.0,Nakuru,,,,,Kenya
Kenya,30,283046,110192,110378,3814,1011,604,931,401,654,599,857,374,601,262,386,613,882,480,922,940,664,879,825,687,361,369,479,110192,8719180,79,392594.0,551879.0,-159285.0,604150.0,325314.0,528893.0,228930.0,376210.0,338327.0,526165.0,212310.0,340805.0,153141.0,227319.0,424916.0,484790.0,284371.0,632777.0,604300.0,416121.0,524048.0,488086.0,422791.0,286910.0,283327.0,315673.0,Nandi,,,,,Kenya
Kenya,50,283046,57776,72706,3814,964,543,857,371,586,544,770,333,523,238,308,536,622,313,663,670,385,559,262,411,147,183,267,57776,6397487,111,322679.0,274031.0,48648.0,593963.0,312063.0,510952.0,221508.0,357138.0,322364.0,499126.0,198880.0,313974.0,144838.0,198633.0,395550.0,381413.0,218026.0,523031.0,484965.0,281753.0,377731.0,207176.0,288016.0,188924.0,192077.0,209519.0,Nandi,,,,,Kenya
Kenya,75,283046,43486,48303,3814,831,468,738,329,479,464,629,241,392,189,230,422,331,189,453,396,227,291,92,217,63,72,112,43486,5532487,127,266777.0,184173.0,82604.0,550918.0,289119.0,471859.0,207638.0,322250.0,296611.0,450780.0,167354.0,269304.0,127661.0,170222.0,351459.0,269431.0,168343.0,430195.0,358423.0,211330.0,262340.0,125749.0,197311.0,151936.0,142987.0,142658.0,Nandi,,,,,Kenya
Kenya,30,1801516,334631,300538,3511,4564,4424,1060,3620,2567,4915,6007,3068,2612,8129,2822,2542,2545,1904,3556,3192,3364,3880,2688,4975,675,1352,2486,334631,26173117,78,1570405.0,919831.0,650574.0,2406166.0,2351723.0,504041.0,1895798.0,1293107.0,2529344.0,2889963.0,1496585.0,1222482.0,4422320.0,1345725.0,1236330.0,980745.0,690163.0,1269989.0,1228846.0,1432049.0,1659358.0,1104202.0,2076255.0,323278.0,612087.0,1148757.0,Narok,,,,,Kenya
Kenya,50,1801516,233536,194324,3511,4408,4194,916,3346,2313,4398,5092,2581,2158,7846,2236,2070,1799,1363,2911,2489,2604,3033,2127,4037,389,941,1840,233536,21568018,92,1368226.0,488279.0,879947.0,2365974.0,2286834.0,463449.0,1812528.0,1214764.0,2356601.0,2585400.0,1326916.0,1059550.0,4317171.0,1121621.0,1053049.0,698511.0,486740.0,1021248.0,945334.0,1112231.0,1297613.0,852793.0,1645813.0,191873.0,419878.0,833305.0,Narok,,,,,Kenya
Kenya,75,1801516,153305,101148,3511,3578,3467,605,2735,1630,3162,3387,1602,1204,6895,1124,1260,582,239,738,807,1174,1324,848,1536,114,309,838,153305,16471967,107,972684.0,249416.0,723268.0,2072141.0,2020240.0,355276.0,1588769.0,966571.0,1878733.0,1973545.0,948934.0,696749.0,3946030.0,694586.0,746278.0,300138.0,133064.0,347644.0,406221.0,619773.0,696313.0,417541.0,787545.0,97078.0,202823.0,475729.0,Narok,,,,,Kenya
Kenya,30,89719,45412,45519,3837,93,80,65,94,82,78,296,137,64,115,62,98,118,67,86,134,189,185,781,1277,128,255,366,45412,2479650,55,146571.0,336782.0,-190210.0,49355.0,43262.0,36154.0,57565.0,44711.0,51039.0,185526.0,85379.0,39268.0,75650.0,46326.0,71958.0,65307.0,50896.0,59766.0,104868.0,129022.0,141439.0,501715.0,910205.0,113020.0,207760.0,300951.0,Nyamira,,,,,Kenya
Kenya,50,89719,13060,22565,3837,86,75,63,93,74,74,282,128,58,110,59,92,67,50,62,93,119,87,478,812,70,122,191,13060,999307,77,116343.0,175550.0,-59207.0,47875.0,41991.0,35567.0,57325.0,42546.0,49909.0,181337.0,82240.0,37573.0,74005.0,45546.0,69546.0,43662.0,43473.0,52124.0,86891.0,96574.0,93201.0,354889.0,679180.0,89428.0,151246.0,219759.0,Nyamira,,,,,Kenya
Kenya,75,89719,3626,7915,3837,69,61,52,86,60,65,227,100,46,88,53,78,26,40,32,54,59,38,173,302,35,39,65,3626,418690,115,84612.0,92622.0,-8010.0,42319.0,37638.0,32186.0,55132.0,37910.0,46767.0,163497.0,72419.0,33121.0,65533.0,43366.0,64122.0,26389.0,38321.0,42134.0,68819.0,65893.0,68301.0,204104.0,391264.0,71429.0,114345.0,161065.0,Nyamira,,,,,Kenya
Kenya,30,326656,86039,79198,6021,385,216,666,133,129,232,599,279,110,764,651,315,155,126,330,384,410,484,260,461,83,84,221,86039,6444881,75,198448.0,440049.0,-241601.0,209196.0,116811.0,356276.0,69296.0,62254.0,125065.0,336065.0,145186.0,58083.0,444203.0,338718.0,192303.0,93162.0,86868.0,218082.0,247261.0,274515.0,294662.0,162969.0,285777.0,105146.0,132944.0,209456.0,Nyandarua,,,,,Kenya
Kenya,50,326656,62704,56264,6021,354,197,604,117,104,204,545,222,90,715,512,275,125,93,238,267,266,311,136,226,33,32,147,62704,5278761,84,166403.0,313863.0,-147460.0,200953.0,111396.0,338400.0,64362.0,54515.0,116207.0,318114.0,125488.0,50875.0,426718.0,285407.0,176457.0,81020.0,70253.0,170751.0,189854.0,202214.0,210945.0,103077.0,172372.0,80083.0,106441.0,171366.0,Nyandarua,,,,,Kenya
Kenya,75,326656,31321,22560,6021,258,151,397,75,56,138,377,135,55,487,289,190,82,57,129,165,136,185,52,97,9,11,81,31321,3017076,96,123733.0,197297.0,-73565.0,164953.0,93731.0,258391.0,47946.0,35729.0,90190.0,249426.0,90424.0,36864.0,328792.0,193026.0,138384.0,61079.0,49211.0,107208.0,135767.0,136976.0,150557.0,65034.0,110677.0,68703.0,96053.0,136727.0,Nyandarua,,,,,Kenya
Kenya,30,333451,172307,181579,3604,252,77,512,27,59,13,310,58,89,291,312,274,299,272,429,688,595,437,288,600,35,59,362,172307,14177698,82,167318.0,798453.0,-631135.0,123037.0,37410.0,259845.0,13427.0,26710.0,5643.0,168176.0,30810.0,43485.0,162387.0,170807.0,158222.0,165072.0,197589.0,322515.0,466223.0,430250.0,294221.0,149888.0,332803.0,21215.0,35606.0,232968.0,Nyeri,,,,,Kenya
Kenya,50,333451,125142,136359,3604,239,70,477,24,51,11,289,54,79,272,264,254,196,218,380,570,498,341,178,418,15,23,254,125142,11839559,95,144075.0,546391.0,-402316.0,120010.0,35668.0,250140.0,12455.0,24226.0,4964.0,161790.0,29419.0,40203.0,155930.0,152654.0,150768.0,122010.0,172232.0,296695.0,408785.0,380443.0,248984.0,98937.0,245699.0,11725.0,17720.0,172278.0,Nyeri,,,,,Kenya
Kenya,75,333451,76751,45309,3604,161,50,328,16,25,4,221,38,47,208,150,165,108,150,288,419,374,253,102,293,7,6,108,76751,8170499,106,109660.0,326141.0,-216480.0,95096.0,28459.0,193797.0,9391.0,15002.0,2659.0,134589.0,23353.0,27783.0,128245.0,102826.0,111522.0,79327.0,132858.0,237025.0,325544.0,304941.0,200970.0,63659.0,187895.0,7670.0,9873.0,99709.0,Nyeri,,,,,Kenya
Kenya,30,2095976,84134,75583,1986,9,18,26,16,3,18,61,10,18,9,75,7,11,4,39,19,183,11,18,35,17,83,60,84134,5973754,71,14423.0,341638.0,-327215.0,3449.0,7293.0,10617.0,6727.0,990.0,6770.0,27322.0,4325.0,7521.0,4623.0,28846.0,3550.0,4240.0,1739.0,13684.0,7662.0,78190.0,5122.0,8355.0,20353.0,7298.0,42371.0,30690.0,Samburu,,,,,Kenya
Kenya,50,2095976,50780,44883,1986,7,12,18,11,1,8,51,7,10,8,45,6,5,2,14,11,112,8,13,27,5,61,45,50780,4463991,88,10382.0,202090.0,-191708.0,2882.0,5868.0,8509.0,5340.0,614.0,4129.0,24393.0,3258.0,5411.0,4267.0,19298.0,2967.0,2210.0,928.0,6027.0,4730.0,51668.0,3697.0,6441.0,17010.0,2416.0,32869.0,23852.0,Samburu,,,,,Kenya
Kenya,75,2095976,18858,270,1986,3,6,8,4,1,3,23,2,5,4,8,3,2,0,1,0,19,1,1,20,0,11,11,18858,2164984,115,3694.0,72775.0,-69081.0,1387.0,3541.0,4913.0,2325.0,414.0,2108.0,13253.0,1216.0,3197.0,2271.0,4736.0,1771.0,1098.0,198.0,594.0,108.0,11622.0,895.0,436.0,13636.0,530.0,7639.0,7067.0,Samburu,,,,,Kenya
Kenya,30,349845,35124,36991,786,117,37,94,56,236,47,385,185,169,121,377,115,103,168,29,550,617,104,942,183,128,188,253,35124,1171117,33,69034.0,166129.0,-97096.0,27901.0,8431.0,19689.0,12368.0,49602.0,11177.0,101480.0,68617.0,49868.0,30845.0,127853.0,40545.0,29008.0,48346.0,8332.0,164932.0,191899.0,33207.0,287445.0,70838.0,48379.0,66597.0,90418.0,Siaya,,,,,Kenya
