country_old,threshold,area,extent_2000,extent_2010,gain_2000-2020,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,tree_cover_2000,carbon_stocks_2000,avg_carbon_stocks_2000,carbon_emissions_yr,carbon_removals_yr,net_flux_yr,emissions_2001,emissions_2002,emissions_2003,emissions_2004,emissions_2005,emissions_2006,emissions_2007,emissions_2008,emissions_2009,emissions_2010,emissions_2011,emissions_2012,emissions_2013,emissions_2014,emissions_2015,emissions_2016,emissions_2017,emissions_2018,emissions_2019,emissions_2020,emissions_2021,emissions_2022,emissions_2023,subnational1,iso,loss__year,tree_cover_loss,tree_cover_loss_from_fires,country
South Africa,50,9328306,1101191,1217738,114260,31673,17106,41018,27685,50272,43810,18974,25160,28458,20282,28814,34565,11638,17307,16330,18332,20897,14052,13461,11385,9502,7572,5157,1101191,97232646,88,16333783.0,8410819.0,7922965.0,16502940.0,9101088.0,23856054.0,15246021.0,33490985.0,28740832.0,11341369.0,18114241.0,20886175.0,15545774.0,21817937.0,27308314.0,9539919.0,14541191.0,14207015.0,16307069.0,18461735.0,13083797.0,11607516.0,9811394.0,10449008.0,9181303.0,6535343.0,KwaZulu-Natal,,,,,South Africa
South Africa,75,9328306,337785,317597,114260,17238,9655,24518,15748,34943,27985,10573,15584,18582,13582,16467,19497,4222,5418,4909,5184,5834,4108,3906,2972,2496,1969,1265,337785,41634743,123,10204442.0,4060992.0,6143450.0,10970663.0,6105508.0,16415910.0,10152786.0,25652605.0,20733408.0,7354539.0,12655985.0,15406347.0,11634575.0,15251433.0,18692095.0,5084655.0,7150236.0,6935873.0,7763133.0,8843131.0,6072575.0,4513731.0,3672384.0,5241773.0,4858329.0,3540493.0,KwaZulu-Natal,,,,,South Africa
South Africa,30,12575431,400384,372639,35332,1544,1127,2590,1877,2358,4538,1573,1862,2315,3406,1365,3676,3728,3962,4152,4636,4189,3734,5846,3619,4436,2671,1493,400384,22497895,56,1948116.0,2670529.0,-722412.0,632910.0,478951.0,1201889.0,924038.0,1200590.0,2678847.0,796712.0,1116284.0,1426099.0,2187832.0,817915.0,2402087.0,2227200.0,2540307.0,2770495.0,3013409.0,2714100.0,2553599.0,3704789.0,2522860.0,3412482.0,2178712.0,1304568.0,Limpopo,,,,,South Africa
South Africa,50,12575431,153153,132553,35332,1214,907,2097,1578,1904,3956,1133,1544,1874,2821,1001,2800,2276,2355,2507,2721,2372,2217,3657,2123,2828,1686,935,153153,12842915,84,1540317.0,1457326.0,82991.0,550962.0,417826.0,1057828.0,840392.0,1069852.0,2492879.0,679043.0,1021233.0,1285995.0,1988038.0,716081.0,2053143.0,1680489.0,1845225.0,1999950.0,2157474.0,1919456.0,1864585.0,2719925.0,1815540.0,2607515.0,1649241.0,994625.0,Limpopo,,,,,South Africa
South Africa,75,12575431,28610,4739,35332,74,40,342,467,566,1978,432,817,1097,1543,493,1285,580,634,643,621,580,516,719,428,835,484,220,28610,3616913,126,623332.0,447733.0,175599.0,63771.0,31332.0,220242.0,297435.0,388307.0,1445915.0,309622.0,631780.0,857912.0,1253915.0,440676.0,1109853.0,585151.0,684801.0,679181.0,676278.0,649782.0,590184.0,794272.0,533931.0,1060161.0,665050.0,367090.0,Limpopo,,,,,South Africa
South Africa,30,7649259,905910,852913,103474,30841,19136,35388,28603,36204,33969,14189,39441,18334,24138,22039,30319,17263,20131,17270,18396,18893,13614,15615,11265,11324,8995,6313,905910,73159427,81,15603581.0,8936063.0,6667518.0,14919051.0,9818544.0,19250981.0,16446734.0,21675523.0,21613773.0,9200063.0,28139055.0,13258952.0,17997779.0,16642740.0,23713019.0,13541750.0,16637250.0,14890384.0,16323896.0,17160518.0,12266734.0,12789289.0,9796410.0,13123689.0,11206584.0,8469638.0,Mpumalanga,,,,,South Africa
South Africa,50,7649259,605205,541376,103474,26972,17347,32257,26095,32443,30620,12550,36019,16789,22093,19911,26298,12954,14410,12301,12668,12682,9046,10762,7536,7578,6229,4377,605205,60249574,100,13905659.0,6860394.0,7045265.0,13910632.0,9304677.0,18275392.0,15611174.0,20347826.0,20375803.0,8633395.0,26685616.0,12603873.0,17071548.0,15784770.0,21953627.0,11473600.0,13768143.0,12314423.0,13152213.0,13752464.0,9665658.0,9957586.0,7567714.0,10934967.0,9479136.0,7205918.0,Mpumalanga,,,,,South Africa
South Africa,75,7649259,249673,118809,103474,9755,6494,13560,12006,15954,16138,6743,21562,9952,13320,11618,15057,6486,6979,6010,5794,5498,3785,4288,2804,3000,2746,1961,249673,32552394,130,8515041.0,3952339.0,4562701.0,6468459.0,4230437.0,9208586.0,8426707.0,11578934.0,12414446.0,5364339.0,18117323.0,8458159.0,11559614.0,10790812.0,14973283.0,7208361.0,8690103.0,7897292.0,8179230.0,8598423.0,5758157.0,5101238.0,3848904.0,7303730.0,6559073.0,5110324.0,Mpumalanga,,,,,South Africa
South Africa,30,10488178,15011,4775,2541,502,56,120,143,230,72,268,139,192,31,63,98,66,94,58,76,52,59,104,38,26,22,17,15011,563770,38,44827.0,77216.0,-32389.0,141664.0,13780.0,43315.0,53265.0,77318.0,22484.0,93668.0,52092.0,83682.0,10596.0,21124.0,36150.0,27336.0,48895.0,35870.0,54927.0,33288.0,37156.0,64310.0,20352.0,25555.0,22108.0,12083.0,North West,,,,,South Africa
South Africa,50,10488178,2482,397,2541,220,20,77,96,123,31,136,77,116,15,32,47,18,16,14,16,12,18,26,8,5,4,2,2482,169479,68,27206.0,20654.0,6552.0,89497.0,7328.0,34065.0,42578.0,54461.0,13985.0,65627.0,37456.0,63489.0,7140.0,14400.0,23055.0,11166.0,16351.0,16668.0,29296.0,17416.0,18508.0,23272.0,6155.0,13987.0,14167.0,5672.0,North West,,,,,South Africa
South Africa,75,10488178,199,68,2541,46,3,7,21,12,3,17,8,18,3,2,4,1,0,0,0,0,0,1,0,0,0,0,199,20886,105,7862.0,12530.0,-4668.0,27386.0,1726.0,4229.0,11482.0,7043.0,1909.0,11417.0,6139.0,12520.0,1946.0,1725.0,2924.0,3009.0,6797.0,8903.0,19809.0,10662.0,7048.0,5641.0,1188.0,10840.0,12166.0,4325.0,North West,,,,,South Africa
South Africa,30,37291655,4595,3033,3028,81,37,11,21,15,16,20,25,26,38,27,21,7,5,2,1,0,6,2,5,16,38,1,4595,197824,43,5175.0,6401.0,-1226.0,28661.0,9604.0,3890.0,5007.0,4085.0,4688.0,6386.0,7256.0,6570.0,9722.0,7348.0,5438.0,2011.0,1346.0,424.0,204.0,98.0,1266.0,489.0,1179.0,4241.0,8964.0,150.0,Northern Cape,,,,,South Africa
South Africa,50,37291655,1517,946,3028,58,20,7,10,8,8,10,15,18,25,17,8,2,2,0,0,0,1,1,1,10,16,0,1517,95414,63,3734.0,2805.0,929.0,24357.0,6706.0,3164.0,3202.0,2810.0,3139.0,4154.0,5454.0,5066.0,7469.0,5508.0,3157.0,1072.0,773.0,38.0,86.0,51.0,412.0,373.0,535.0,3228.0,5120.0,16.0,Northern Cape,,,,,South Africa
South Africa,75,37291655,233,58,3028,23,2,3,1,1,3,3,5,8,10,4,2,0,0,0,0,0,0,0,0,1,1,0,233,22274,96,1487.0,1217.0,270.0,12802.0,1406.0,1651.0,603.0,694.0,1468.0,1891.0,2482.0,2603.0,3410.0,1990.0,1109.0,329.0,124.0,0.0,0.0,0.0,7.0,144.0,408.0,385.0,682.0,16.0,Northern Cape,,,,,South Africa
South Africa,30,12947300,764538,313563,45234,4628,5746,5036,6926,6344,11159,5704,6130,6750,9175,5185,5326,9193,8070,17845,10933,23302,12306,19112,11377,8541,9107,5866,764538,52758740,69,3801372.0,3690878.0,110494.0,1793652.0,2463618.0,2103242.0,3071985.0,2778599.0,3899373.0,2563392.0,3057188.0,2983804.0,4112073.0,2315010.0,2634559.0,3404192.0,3739198.0,6216865.0,4649891.0,7847584.0,5397444.0,7090525.0,4705292.0,3829273.0,3854124.0,2920663.0,Western Cape,,,,,South Africa
South Africa,50,12947300,420366,234456,45234,4044,4984,4307,6073,5381,9126,4895,5250,5727,7366,4007,4347,5447,4896,8051,6165,14416,7807,10966,6739,4916,5134,3420,420366,37436358,89,3100871.0,2225050.0,875821.0,1667648.0,2288153.0,1941228.0,2872706.0,2540183.0,3522483.0,2365627.0,2840410.0,2743197.0,3649595.0,2052687.0,2403691.0,2635002.0,2942115.0,4098874.0,3627060.0,6104937.0,4264739.0,5273677.0,3557805.0,2873782.0,2873419.0,2181012.0,Western Cape,,,,,South Africa
South Africa,75,12947300,216238,131046,45234,2103,2643,2411,3509,3139,5138,2981,3328,3504,4137,2492,2921,2561,2555,3658,3099,6724,3698,4483,3216,2284,2230,1502,216238,23417475,108,2039275.0,1284862.0,754412.0,1068847.0,1484022.0,1311148.0,1965511.0,1726662.0,2408535.0,1683296.0,2088410.0,1962524.0,2462217.0,1543063.0,1869537.0,1674169.0,1952229.0,2476158.0,2371517.0,3911092.0,2727629.0,2982947.0,2218026.0,1859832.0,1810378.0,1345567.0,Western Cape,,,,,South Africa
South Korea,30,68591,29066,28492,791,10,79,51,83,64,89,53,190,144,135,74,90,91,101,95,112,94,57,30,34,9,6,12,29066,1368870,47,17646.0,65682.0,-48036.0,2260.0,16491.0,11178.0,18001.0,12240.0,19601.0,11582.0,42317.0,35068.0,34016.0,20459.0,20626.0,22248.0,25154.0,26333.0,27479.0,23647.0,17517.0,5339.0,8171.0,2145.0,1366.0,2615.0,Busan,,,,,South Korea
South Korea,50,68591,25789,26241,791,8,55,38,58,41,70,33,130,112,107,62,74,77,89,80,84,77,52,26,30,7,5,9,25789,1268890,49,14785.0,58791.0,-44006.0,1997.0,12786.0,9064.0,13962.0,8608.0,16536.0,8230.0,32060.0,29530.0,28952.0,18304.0,17828.0,19848.0,22985.0,23420.0,22263.0,20283.0,16504.0,4569.0,7457.0,1751.0,1189.0,1933.0,Busan,,,,,South Korea
South Korea,75,68591,10153,16316,791,3,13,6,9,6,17,5,12,27,26,24,23,19,14,21,14,10,23,4,8,1,1,1,10153,591245,58,3942.0,24245.0,-20303.0,878.0,3936.0,2066.0,2985.0,1276.0,4567.0,1475.0,4033.0,8229.0,7864.0,7949.0,4991.0,6420.0,4562.0,8419.0,5167.0,3589.0,8156.0,672.0,2232.0,264.0,499.0,434.0,Busan,,,,,South Korea
South Korea,30,745267,403619,381151,5365,529,212,278,878,393,566,639,1129,1739,1567,1106,1480,686,1604,2166,2749,2396,2426,2380,2393,1777,2317,2362,403619,20274963,50,493776.0,2071504.0,-1577728.0,128369.0,56570.0,77905.0,244174.0,109124.0,164823.0,198091.0,338707.0,555239.0,539473.0,401286.0,540762.0,211455.0,526661.0,731183.0,945749.0,840407.0,844348.0,808076.0,816849.0,623117.0,820999.0,833473.0,Chungcheongbuk-do,,,,,South Korea
South Korea,50,745267,317724,292164,5365,449,187,233,761,316,452,547,926,1471,1393,1018,1319,508,1249,1727,2218,1899,1910,1894,1859,1421,1808,1810,317724,17028645,54,416365.0,1616898.0,-1200532.0,114823.0,51894.0,68995.0,220675.0,93657.0,139728.0,177309.0,293081.0,492620.0,496801.0,379787.0,499831.0,163568.0,428864.0,607068.0,792082.0,692716.0,690480.0,666424.0,659072.0,516650.0,664904.0,665376.0,Chungcheongbuk-do,,,,,South Korea
South Korea,75,745267,79683,69403,5365,135,73,89,295,104,138,211,306,459,548,539,724,63,255,407,498,419,394,378,399,317,363,371,79683,5635709,71,135830.0,400613.0,-264783.0,48727.0,24927.0,31965.0,100914.0,38730.0,52196.0,80993.0,116869.0,181045.0,225415.0,220785.0,306066.0,26550.0,109135.0,174847.0,215283.0,185079.0,173192.0,163264.0,171170.0,139771.0,166922.0,170252.0,Chungcheongbuk-do,,,,,South Korea
South Korea,30,804979,247310,213961,7271,479,646,316,774,660,1253,803,1135,1420,1479,1319,1238,1039,1464,1938,2611,2213,2938,2160,2262,2266,2244,2930,247310,10164625,41,437076.0,1236893.0,-799817.0,94186.0,102694.0,67700.0,175503.0,152851.0,308689.0,204436.0,287518.0,393353.0,422066.0,373435.0,357819.0,288550.0,422162.0,556682.0,775881.0,671065.0,902579.0,625419.0,664188.0,665127.0,681644.0,859211.0,Chungcheongnam-do,,,,,South Korea
South Korea,50,804979,151675,107319,7271,198,394,139,387,315,686,443,639,965,1075,953,869,646,951,1308,1647,1387,1819,1342,1421,1344,1350,1714,151675,6775155,45,288467.0,768260.0,-479793.0,44553.0,66666.0,33798.0,97498.0,82404.0,188587.0,126721.0,183742.0,291045.0,328923.0,292455.0,272276.0,186163.0,285964.0,392811.0,513941.0,443263.0,586583.0,409239.0,433862.0,415327.0,427732.0,531192.0,Chungcheongnam-do,,,,,South Korea
South Korea,75,804979,16810,7082,7271,14,84,21,56,51,124,86,105,163,190,172,196,31,54,104,112,130,140,106,105,94,86,126,16810,1080955,64,40886.0,102738.0,-61852.0,7339.0,17666.0,6796.0,19653.0,18193.0,45188.0,32058.0,39882.0,62022.0,72159.0,66819.0,75482.0,12172.0,22658.0,42843.0,49183.0,53710.0,60453.0,42371.0,41976.0,45156.0,42144.0,64465.0,Chungcheongnam-do,,,,,South Korea
South Korea,30,83794,40382,39021,564,9,7,1,18,21,31,22,13,93,20,9,39,14,12,21,29,13,43,24,5,8,20,7,40382,1971153,49,5951.0,184184.0,-178233.0,1902.0,1246.0,112.0,3840.0,5173.0,8783.0,4675.0,3141.0,29856.0,5651.0,2579.0,12723.0,3569.0,2894.0,6266.0,9358.0,3954.0,11260.0,7582.0,1372.0,2656.0,6137.0,2154.0,Daegu,,,,,South Korea
South Korea,50,83794,33985,31007,564,4,2,0,12,14,22,13,8,69,12,6,30,9,4,17,23,9,32,22,3,7,14,6,33985,1735888,51,4548.0,155154.0,-150605.0,848.0,484.0,22.0,2742.0,3976.0,6852.0,3112.0,2103.0,23836.0,3886.0,1933.0,10589.0,2280.0,1174.0,5259.0,7802.0,2721.0,8519.0,7004.0,1058.0,2363.0,4384.0,1661.0,Daegu,,,,,South Korea
South Korea,75,83794,9741,5836,564,1,0,0,1,2,6,1,2,8,2,1,17,0,1,1,7,1,1,7,1,2,4,2,9741,622314,64,1127.0,45637.0,-44510.0,230.0,74.0,22.0,289.0,591.0,2245.0,309.0,701.0,3531.0,865.0,351.0,6575.0,91.0,253.0,305.0,2930.0,219.0,371.0,2799.0,187.0,805.0,1481.0,688.0,Daegu,,,,,South Korea
South Korea,30,49117,19295,16807,434,10,1,4,12,6,19,8,15,15,12,15,20,9,25,26,84,60,34,21,75,30,51,83,19295,804505,42,8409.0,136695.0,-128286.0,2167.0,181.0,824.0,2884.0,1465.0,3842.0,2031.0,4339.0,4390.0,3437.0,5372.0,5725.0,2592.0,7867.0,7687.0,25905.0,20146.0,10722.0,6369.0,24778.0,11271.0,18003.0,21415.0,Daejeon,,,,,South Korea
South Korea,50,49117,11945,8124,434,2,1,2,5,2,8,4,6,9,7,12,11,5,18,14,59,40,23,14,56,16,37,61,11945,526705,44,5658.0,82978.0,-77320.0,494.0,148.0,533.0,1260.0,577.0,1782.0,1080.0,1909.0,2618.0,2298.0,4643.0,3289.0,1443.0,5803.0,4260.0,18546.0,13635.0,7508.0,4234.0,18700.0,6269.0,12898.0,16214.0,Daejeon,,,,,South Korea
South Korea,75,49117,694,347,434,0,0,0,1,0,0,0,1,1,0,7,1,0,1,1,5,3,2,0,2,1,3,4,694,45723,66,636.0,5616.0,-4980.0,150.0,0.0,72.0,270.0,25.0,180.0,134.0,249.0,283.0,212.0,2825.0,401.0,27.0,326.0,531.0,1917.0,1404.0,800.0,197.0,826.0,524.0,1509.0,1766.0,Daejeon,,,,,South Korea
South Korea,30,1774114,1337983,1329465,38447,1527,971,427,2322,2025,2055,2145,2582,3139,3443,2694,3140,1470,2399,4048,4974,4711,4747,5931,4732,4195,6021,4347,1337983,78873332,59,1180715.0,6633400.0,-5452685.0,460055.0,323245.0,143358.0,692067.0,597775.0,693725.0,767243.0,904782.0,1084538.0,1263603.0,1037079.0,1242478.0,523199.0,881311.0,1534103.0,1944481.0,1793417.0,1847139.0,2029822.0,1811214.0,1675513.0,2184813.0,1721478.0,Gangwon-do,,,,,South Korea
South Korea,50,1774114,1218114,1199693,38447,1411,897,393,2104,1792,1859,1987,2396,2927,3276,2617,3012,1342,2193,3669,4569,4277,4324,5402,4307,3893,5479,3896,1218114,74542271,61,1116657.0,6066493.0,-4949836.0,443515.0,311243.0,137045.0,655245.0,562197.0,655995.0,734973.0,866983.0,1039794.0,1227751.0,1020478.0,1213974.0,490943.0,828653.0,1428611.0,1833038.0,1672484.0,1729989.0,1900576.0,1695960.0,1591404.0,2047229.0,1595021.0,Gangwon-do,,,,,South Korea
South Korea,75,1774114,492263,524677,38447,703,495,207,1056,887,1004,1180,1436,1739,2072,1831,2109,380,715,1169,1559,1442,1423,1757,1562,1402,1917,1315,492263,37351243,76,556491.0,2487036.0,-1930545.0,278786.0,205235.0,85771.0,393675.0,342708.0,412962.0,494910.0,585725.0,686014.0,854161.0,764243.0,921843.0,171766.0,321647.0,540388.0,734909.0,661065.0,679041.0,754423.0,717709.0,678175.0,863695.0,650440.0,Gangwon-do,,,,,South Korea
South Korea,30,42541,12580,10782,134,1,4,4,8,7,11,10,10,22,27,45,10,13,18,5,18,16,12,3,3,13,1,3,12580,597107,47,3212.0,59710.0,-56498.0,334.0,865.0,844.0,2252.0,1471.0,2722.0,2172.0,2402.0,6345.0,8411.0,13182.0,2820.0,3242.0,4592.0,1353.0,5408.0,4977.0,3654.0,751.0,727.0,3885.0,417.0,1049.0,Gwangju,,,,,South Korea
South Korea,50,42541,9853,6729,134,1,2,2,5,2,3,3,4,17,21,33,7,7,8,3,14,11,8,2,1,8,1,0,9853,503577,51,2193.0,46445.0,-44252.0,215.0,551.0,435.0,1624.0,383.0,1089.0,812.0,1146.0,5367.0,7077.0,10547.0,2048.0,1943.0,2189.0,812.0,4194.0,3652.0,2500.0,437.0,403.0,2594.0,270.0,143.0,Gwangju,,,,,South Korea
South Korea,75,42541,2724,1292,134,1,1,1,3,0,1,1,1,8,2,3,1,0,0,0,1,0,1,0,0,1,0,0,2724,189142,69,381.0,12812.0,-12431.0,204.0,228.0,203.0,1191.0,0.0,288.0,313.0,187.0,2696.0,849.0,1044.0,297.0,73.0,4.0,0.0,239.0,199.0,233.0,0.0,0.0,363.0,10.0,143.0,Gwangju,,,,,South Korea
South Korea,30,1011271,379302,349251,10581,592,393,508,1091,1073,1438,1076,1839,1723,1427,1882,1584,884,1120,1290,1955,1829,1841,1530,1579,1262,1373,1342,379302,17947086,47,407183.0,1990112.0,-1582929.0,135601.0,93680.0,120906.0,277192.0,270596.0,372309.0,296280.0,512526.0,506461.0,429012.0,577342.0,504875.0,260439.0,335364.0,404918.0,638359.0,614762.0,623451.0,494391.0,509031.0,432720.0,485615.0,469375.0,Gyeonggi-do,,,,,South Korea
South Korea,50,1011271,268583,213925,10581,416,277,339,799,729,1001,799,1355,1336,1124,1506,1261,584,730,836,1336,1299,1293,1089,1016,898,985,874,268583,13708612,51,309354.0,1427512.0,-1118158.0,103958.0,72075.0,89308.0,219003.0,199917.0,281929.0,237462.0,405346.0,420054.0,361126.0,495261.0,426948.0,182640.0,232388.0,279277.0,463851.0,460390.0,463007.0,366528.0,343050.0,322257.0,365537.0,323825.0,Gyeonggi-do,,,,,South Korea
South Korea,75,1011271,59740,25008,10581,89,77,74,200,157,237,252,395,436,411,490,485,72,105,137,305,264,308,175,153,186,187,167,59740,4027099,67,91915.0,339647.0,-247732.0,34314.0,26261.0,25826.0,70888.0,55429.0,84812.0,88312.0,139846.0,159076.0,150912.0,187124.0,191603.0,28933.0,43251.0,58058.0,132065.0,112161.0,133152.0,73029.0,65913.0,81868.0,88034.0,83188.0,Gyeonggi-do,,,,,South Korea
South Korea,30,1930905,1228201,1186860,17585,697,513,270,1330,1004,917,2019,1504,2580,2063,1798,2606,1175,1711,2635,3311,2942,2957,2991,3488,2693,7554,4092,1228201,65136475,53,708638.0,5804222.0,-5095584.0,137906.0,112887.0,67954.0,273753.0,250126.0,238857.0,466376.0,417275.0,679245.0,663714.0,556302.0,856330.0,359539.0,544226.0,928191.0,1133703.0,1028915.0,1060088.0,1056144.0,1069705.0,925082.0,2067719.0,1404628.0,Gyeongsangbuk-do,,,,,South Korea
South Korea,50,1930905,1066773,1011973,17585,542,376,210,1032,760,675,1730,1173,2150,1830,1683,2321,958,1432,2328,2893,2583,2583,2682,2911,2306,6859,3576,1066773,59316087,56,637797.0,5034503.0,-4396706.0,117280.0,90008.0,57307.0,225142.0,205494.0,191740.0,411819.0,350453.0,594131.0,613125.0,533033.0,791254.0,309314.0,475812.0,850106.0,1025881.0,933255.0,958652.0,973054.0,948317.0,825796.0,1918962.0,1269401.0,Gyeongsangbuk-do,,,,,South Korea
South Korea,75,1930905,447286,414777,17585,178,114,69,308,199,169,915,434,735,832,948,1363,312,482,1031,1200,1118,1094,1164,1091,847,2003,1323,447286,30216496,68,300011.0,2113060.0,-1813049.0,59821.0,37286.0,25359.0,74482.0,70906.0,63379.0,221150.0,150037.0,246704.0,323411.0,337877.0,506324.0,126291.0,196609.0,439325.0,502098.0,465571.0,469771.0,477636.0,441703.0,367318.0,730848.0,566348.0,Gyeongsangbuk-do,,,,,South Korea
South Korea,30,1002107,592483,564930,8447,218,313,147,695,704,451,442,1027,1561,950,632,1192,732,1055,1159,1245,1082,1246,1286,1066,1083,1489,1652,592483,30509149,51,291318.0,2206598.0,-1915280.0,41633.0,72805.0,35217.0,182754.0,155289.0,120673.0,118798.0,280865.0,415982.0,296975.0,186062.0,378550.0,232092.0,339676.0,379257.0,406813.0,361098.0,446259.0,458119.0,363547.0,389483.0,491666.0,546698.0,Gyeongsangnam-do,,,,,South Korea
South Korea,50,1002107,523209,476204,8447,159,240,114,575,600,348,345,792,1350,827,584,1069,661,963,1046,1123,953,1133,1183,967,986,1364,1477,523209,28083818,54,267499.0,1936077.0,-1668578.0,32229.0,60549.0,29435.0,161618.0,137746.0,101543.0,100329.0,235590.0,376216.0,272218.0,176910.0,353622.0,216594.0,319510.0,353748.0,378578.0,330830.0,417576.0,432131.0,338690.0,364769.0,460173.0,501878.0,Gyeongsangnam-do,,,,,South Korea
South Korea,75,1002107,214744,175601,8447,26,78,35,195,267,122,113,259,592,373,317,572,240,394,363,414,387,456,524,393,447,513,484,214744,14011928,65,127505.0,783835.0,-656330.0,8032.0,25781.0,11958.0,68540.0,68600.0,43813.0,39841.0,94784.0,189403.0,143549.0,107296.0,212483.0,94274.0,158482.0,147542.0,167592.0,159031.0,200487.0,225819.0,161653.0,191689.0,217873.0,194088.0,Gyeongsangnam-do,,,,,South Korea
South Korea,30,98267,14818,11885,642,2,2,5,15,18,11,14,30,29,17,21,18,20,6,14,43,15,12,13,17,72,7,7,14818,297297,20,1608.0,36115.0,-34506.0,94.0,58.0,142.0,132.0,411.0,350.0,657.0,638.0,1975.0,864.0,1958.0,1795.0,1671.0,1170.0,1723.0,8998.0,1797.0,2079.0,2481.0,3320.0,2570.0,631.0,1481.0,Incheon,,,,,South Korea
South Korea,50,98267,3641,1580,642,0,0,0,1,2,3,3,5,4,3,6,6,5,1,1,10,2,1,3,2,23,1,1,3641,70329,19,375.0,9534.0,-9159.0,20.0,0.0,86.0,1.0,5.0,69.0,108.0,182.0,368.0,154.0,696.0,884.0,99.0,141.0,64.0,2019.0,260.0,190.0,528.0,577.0,1440.0,252.0,471.0,Incheon,,,,,South Korea
South Korea,75,98267,91,140,642,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,91,801,9,36.0,1770.0,-1734.0,0.0,0.0,72.0,1.0,5.0,56.0,1.0,2.0,24.0,0.0,6.0,339.0,21.0,3.0,0.0,46.0,0.0,0.0,0.0,0.0,134.0,18.0,101.0,Incheon,,,,,South Korea
South Korea,30,186271,88312,84437,3320,4,0,0,139,5,169,0,341,0,0,0,599,63,121,47,94,35,21,36,29,43,43,78,88312,4458464,50,19517.0,223223.0,-203706.0,744.0,0.0,0.0,29003.0,1310.0,37392.0,0.0,78189.0,0.0,0.0,0.0,140444.0,14429.0,31563.0,12918.0,24169.0,8970.0,6957.0,10028.0,8272.0,11697.0,12869.0,19947.0,Jeju,,,,,South Korea
South Korea,50,186271,75414,60767,3320,3,0,0,118,5,132,0,295,0,0,0,529,57,113,44,84,33,20,33,28,39,40,67,75414,4057729,54,18005.0,195938.0,-177934.0,696.0,0.0,0.0,26301.0,1184.0,32131.0,0.0,71613.0,0.0,0.0,0.0,129627.0,13397.0,30393.0,12371.0,22487.0,8524.0,6710.0,9477.0,7968.0,11035.0,12313.0,17879.0,Jeju,,,,,South Korea
South Korea,75,186271,47367,40043,3320,1,0,0,58,2,68,0,159,0,0,0,279,34,83,27,52,22,14,22,17,22,29,33,47367,2963560,63,11675.0,133380.0,-121705.0,233.0,0.0,0.0,15347.0,781.0,19511.0,0.0,45160.0,0.0,0.0,0.0,77910.0,9009.0,24064.0,8599.0,15684.0,6303.0,5012.0,7108.0,5660.0,7413.0,9727.0,11002.0,Jeju,,,,,South Korea
South Korea,30,839074,383635,332876,6087,807,821,927,2423,1745,1826,473,1978,2067,1607,1066,2171,1803,1948,2049,2937,2532,2852,2279,2062,1761,2249,2193,383635,19916299,52,630647.0,1896495.0,-1265848.0,203447.0,202867.0,266827.0,721764.0,509868.0,579409.0,145113.0,652426.0,682563.0,578079.0,393399.0,797740.0,569912.0,659576.0,716244.0,1053972.0,934327.0,1056253.0,795946.0,731923.0,628479.0,834200.0,790539.0,Jeollabuk-do,,,,,South Korea
South Korea,50,839074,329656,234450,6087,568,655,742,1997,1430,1546,384,1674,1831,1487,1000,1975,1568,1737,1867,2589,2251,2518,2009,1794,1528,1956,1897,329656,18012103,55,570792.0,1630994.0,-1060201.0,160637.0,176187.0,230272.0,635661.0,445926.0,519447.0,126881.0,582550.0,629574.0,549817.0,377895.0,749174.0,511286.0,603784.0,666574.0,956929.0,854067.0,958010.0,721823.0,657044.0,563064.0,747208.0,704411.0,Jeollabuk-do,,,,,South Korea
South Korea,75,839074,131980,48806,6087,158,234,298,809,580,653,161,686,795,751,582,1034,301,512,595,830,769,911,695,638,544,668,549,131980,8997790,68,250127.0,648576.0,-398449.0,62923.0,83063.0,113343.0,307912.0,216866.0,258605.0,62400.0,278453.0,313048.0,307278.0,240130.0,440191.0,125571.0,216641.0,253277.0,365310.0,344662.0,408665.0,294580.0,275188.0,236487.0,301548.0,246787.0,Jeollabuk-do,,,,,South Korea
South Korea,30,1211491,527947,496837,7891,572,645,579,1469,1130,1219,311,2066,1710,1495,965,1506,1257,1673,1635,2131,2648,2509,1989,2172,1839,2083,2401,527947,23406647,44,493213.0,1845600.0,-1352387.0,135928.0,174657.0,166986.0,417049.0,342220.0,359784.0,75903.0,630046.0,545072.0,526701.0,335158.0,521651.0,387178.0,567186.0,544715.0,681187.0,906703.0,827211.0,619567.0,666522.0,563502.0,639617.0,709361.0,Jeollanam-do,,,,,South Korea
South Korea,50,1211491,434933,372396,7891,407,541,475,1203,955,1019,199,1777,1529,1399,908,1376,1098,1509,1458,1846,2322,2168,1732,1895,1534,1747,2035,434933,20797355,48,448413.0,1545445.0,-1097033.0,110832.0,157367.0,149180.0,370871.0,310946.0,323675.0,56724.0,576477.0,510187.0,507260.0,324988.0,494169.0,351621.0,528682.0,502327.0,616347.0,832040.0,743893.0,560551.0,604599.0,492414.0,559182.0,629157.0,Jeollanam-do,,,,,South Korea
