sci_name,legend,source,event_year,longitude,latitude
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.097771,53.31601
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.0951,53.01577
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.089075,50.854146
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.085962,52.980867
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.08148,50.427069
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.080897,50.317348
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.080717,50.857892
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.068815,51.80237
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.065574,50.417459
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.063919,51.72692
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.048617,50.41596
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.042612,50.309033
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.039202,50.491676
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.035902,50.316347
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.035031,51.048461
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.030772,50.29485
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.030034,50.508026
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.030013,52.708512
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.025175,51.831905
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.022674,52.357076
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.017285,51.198056
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.01584,52.432722
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.013894,51.839293
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.008791,52.794288
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-4.003656,50.317806
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.997148,52.637141
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.99708,52.212747
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.992997,53.226106
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.970058,52.659174
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.96321,50.358971
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.953486,50.361833
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.946138,50.319683
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.936992,50.371103
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.936625,52.538345
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.936586,52.537447
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.936431,52.934848
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.93603,52.925864
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.926739,52.413528
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.925309,52.549319
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.923569,52.239145
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.923416,51.794049
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.922183,52.240966
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.920017,52.428023
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.919939,52.426226
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.916188,50.308488
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.91445,51.95875
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.895791,52.274661
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.89568,50.287239
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.894055,52.474298
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.893998,50.386202
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.889605,53.123503
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.883829,52.751385
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.883019,50.286545
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.878874,50.359465
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.873334,53.333232
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.873064,52.013367
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.870478,54.899156
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.867291,53.332427
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.863027,50.277873
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.860384,52.37413
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.859474,52.317499
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.859136,50.250053
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.85813,53.328974
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.857944,50.255469
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.85486,50.248323
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.853511,53.326349
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.853434,53.324553
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.853368,50.390454
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.85318,50.241154
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.850294,52.659307
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.846958,53.174518
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.841239,52.654952
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.840256,50.306118
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.836674,52.049907
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.835685,53.085689
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.834474,52.102993
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.833795,52.050851
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.83304,50.227982
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.822257,50.349573
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.814739,56.725183
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.804704,50.40561
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.788744,50.35549
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.786422,51.224292
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.785196,50.223331
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.780831,52.075941
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.778987,52.102944
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.774433,53.30238
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.76975,50.222668
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.741618,51.516327
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.72863,50.209796
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.728564,52.684522
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.728038,50.270965
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.720256,50.599357
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.710751,54.994083
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.707449,52.636278
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.702127,50.527674
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.697462,52.070878
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.681482,50.3436
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.678696,50.543304
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.674584,52.858814
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.671129,57.134206
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.664446,50.378922
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.66435,50.576786
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.663572,50.594784
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.661,50.320511
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.657377,50.256705
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.657283,50.254008
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.655943,50.255826
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.651361,50.285571
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.650832,50.270289
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.65002,50.287389
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.648928,50.296399
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.648916,50.579704
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.648617,50.287409
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.647245,50.288328
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.647214,50.287429
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.647183,50.28653
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.643106,50.656231
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.641787,50.292902
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.6392,51.473741
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.639104,50.296538
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.634549,50.572711
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.627087,50.314694
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.62038,50.406526
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.616131,50.488428
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.60755,53.174395
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.607517,53.173496
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.593272,50.437479
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.59107,50.497767
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.588858,51.475334
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.582493,50.494287
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.581729,51.227239
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.577527,51.229993
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.56717,50.49989
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.551695,50.500997
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.550315,50.501915
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.550025,50.536094
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.543215,52.167408
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.536431,50.638801
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.522254,50.812557
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.522225,50.811658
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.51674,55.361528
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.509144,50.360356
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.508446,55.350847
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.497072,55.342
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.485635,55.331356
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.465553,50.633419
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.465133,51.523704
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.462503,51.080412
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.461145,50.628078
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.459038,50.788184
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.458603,50.682969
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.450836,50.614717
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.448071,51.53111
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.445313,52.214503
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.442125,52.20645
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.44165,50.684079
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.438619,52.188511
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.436883,52.225395
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.434722,50.828056
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.427755,52.214717
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.415863,50.626838
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.414404,54.388536
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.361573,50.656264
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.35894,50.614027
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.35678,52.095074
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.35478,54.401803
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.351242,52.105028
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.349782,52.105045
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.349755,52.104146
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.341317,54.366901
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.336004,50.702426
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.335496,50.983012
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.334333,50.693452
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.325236,50.722334
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.302927,53.194298
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.299615,52.187427
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.295203,54.564235
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.293867,53.1917
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.288789,51.096844
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.283371,51.00428
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.271721,54.455734
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.259115,51.161015
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.256097,50.944325
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.256,50.940729
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.255383,53.155255
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.242196,54.397621
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.241487,53.140119
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.240143,51.146829
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.237939,53.224657
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.228069,53.089017
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.22248,50.856553
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.209798,53.129658
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.204934,54.597523
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.192216,53.14242
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.188391,51.413537
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.181157,51.411811
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.17695,51.52785
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.176904,51.526052
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.176226,51.107024
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.17258,51.526095
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.171025,51.409215
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.163632,55.370792
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.159057,52.013568
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.157798,54.08029
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.155808,50.688165
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.145393,50.783593
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.133336,50.69558
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.125155,51.531955
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.121031,52.819484
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.119848,52.831182
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.117573,50.687638
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.109483,52.832178
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.108434,52.849269
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.108411,52.84837
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.102181,54.345954
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.096468,50.693235
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.092688,50.774207
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.087629,52.789229
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.086147,52.789243
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.085569,54.299369
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.084664,52.789256
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.075924,52.795629
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.070516,50.734844
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.067151,50.711493
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.055477,50.759262
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.053011,54.408407
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.037634,54.470554
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.032999,51.025647
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.030949,54.878626
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.02946,54.881335
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.027624,54.378967
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.022942,54.438324
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.006471,50.721925
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-3.002772,53.288893
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.994746,50.837134
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.982712,54.432367
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.98198,50.973031
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.980556,50.973043
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.977708,50.973067
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.972746,52.3578
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.969941,50.736623
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.959009,51.993788
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.95766,51.313141
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.957622,51.311343
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.942857,51.360919
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.939126,54.54865
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.938549,51.360954
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.930251,50.736047
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.929154,50.752243
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.92802,54.536154
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.927551,54.173961
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.926454,54.535267
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.926221,50.890755
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.919035,53.650018
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.899978,51.298312
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.899826,54.308088
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.898544,51.298323
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.894777,50.733627
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.892183,50.746237
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.88615,50.802038
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.884922,51.70755
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.884254,51.30113
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.883475,51.70756
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.881283,51.295757
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.879159,50.731947
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.865741,51.91539
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.860733,54.276018
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.854839,52.487274
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.853542,50.725843
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.8533,51.642146
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.852901,51.312153
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.852305,50.735744
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.852036,54.226648
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.847227,54.291392
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.843543,54.186263
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.841067,50.741221
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.840606,54.192575
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.84008,51.081148
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.837559,54.193495
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.835174,54.907989
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.832801,51.311398
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.831318,51.308711
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.831285,51.306913
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.829883,51.308722
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.829867,51.307822
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.829851,51.306923
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.829835,51.306024
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.825089,54.490167
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.820471,54.181929
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.811505,51.16138
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.810075,51.16139
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.803616,51.447379
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.801302,54.220705
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.800754,51.448298
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.799315,51.448308
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.799299,51.447409
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.795896,52.566798
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.795814,52.562304
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.795798,52.561405
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.795761,54.886686
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.794715,51.5976
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.792882,51.326063
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.792469,52.294416
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.783964,50.716439
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.783939,51.053662
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.782867,51.327928
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.780617,54.50574
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.777081,51.325269
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.776881,51.058205
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.776806,52.153369
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.776278,54.276591
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.771945,54.537251
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.771705,54.278418
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.770969,50.873899
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.767393,51.604076
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.767292,54.536382
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.764774,52.388998
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.762707,54.539107
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.762673,54.53731
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.76264,54.535513
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.7618,51.442263
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.761351,51.415291
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.759913,51.4153
Lampyris noctiluca,Extant (resident),"NBN Atlas, 2022",,-2.75849,51.416209
